K	L	M
23.04	25.52	16.06
29.43	27.09	17.93
19.91	18.57	17.86
15.29	22.66	17.12
21.83	18.71	17.63
23.56	11.45	20.86
25.45	36.1	20.87
21	20.26	23.99
25.62	18.81	15.2
31.99	17.44	11.31
19.86	23.59	21.78
22.46	36.46	25.08
20.12	30.17	20.24
14.96	37.98	26.84
18.93	16.44	23.49
20.21	10.64	26.58
18.2	17.52	23.58
25.26	28.58	12.36
23.81	21.88	22.52
16.14	15.47	25.55
23.24	26.32	13.54
14.92	15.17	24.46
17.31	35.18	19.13
24.79	28.72	28.64
18.1	23.69	18.06
22.48	12.28	20.06
15.92	22.97	17.51
21.54	16.01	15.51
20.29	24.08	25.73
21	23.1	28.26
18.51	21.71	18.12
23.75	19.73	29.02
21.91	25.84	24.11
16.62	27.12	17.13
17.72	20.33	34.74
31.05	25.96	30.36
21.98	17.07	16.29
20.36	12.18	20.05
28.32	23.46	21.3
15.64	25.64	25.04
14.67	16.08	23.08
15.34	23.8	22.64
24.61	16.88	26.42
20.31	17.25	20.25
27.07	11.6	24.57
25.63	17.39	13.89
16.03	7.18	21.28
27.95	25.41	22.59
43.51	18.68	24.74
17.74	13.44	15.65
17.17	19.82	21.1
24.02	15.94	23.43
13.88	21.63	24.38
24.57	24.23	27.38
24.9	16.99	16.18
31.97	28.22	17.89
16.45	27.37	24.77
14.54	23.45	19.67
23.05	20.54	25.43
22.83	15.81	19.02
14.32	22.07	16.45
30.66	13.96	16.73
45.9	26.71	22.24
16.83	17.56	14.37
28.42	19.5	23.13
15.47	19.9	31.33
17.83	26.97	19.72
19.34	21.5	17.34
15.5	22.76	21.75
26.65	19.63	13.62
23.3	24.84	3.88
21.08	18.85	28.12
21.49	21.43	30.64
19.76	25.34	25
19.97	20.07	21.49
18.45	27.83	18.62
23.08	27.22	18.43
20.19	18.45	15.35
27.05	21.12	23.76
19.37	20.48	21.91
23.74	27.97	21.48
26.5	25.33	20.94
17.55	18.06	19.75
16.38	22.56	18.7
16.04	18.05	27.03
16.66	21.6	12.22
16.46	23.48	13.07
15.45	19.84	28.26
15.79	19.69	26.38
15.94	16.01	29.82
28.53	25.97	32.47
19.74	27.51	20.06
19.46	22.26	14.45
16.16	14.07	23.3
28.72	24.06	24.27
39.89	21.02	19.3
27.87	19.51	21.98
29.18	30.48	30.46
17.67	17.72	32.6
18.56	20.78	16.68
26.45	12.09	18.73
20.35	27.94	12.58
32.38	18.93	27.56
21.74	26.61	35.41
22.44	20.62	33.18
13.79	26.74	20.78
17.79	16.78	22.55
14.15	20.29	16.53
19.3	24.59	8.1
23.17	13.69	31.37
21.53	33.66	27.23
16.03	22.47	17.7
13.22	29.96	14.2
25.39	15.16	16.02
13.93	20.91	13.58
14.46	37.72	20.24
16.67	28.96	23.69
40.97	24.33	25.05
17.73	17.44	27.01
19.95	14.78	16.52
23.59	32.14	22.71
15.03	30.64	15.41
22.94	20.03	24.52
19.11	26.49	32.94
22.91	23.06	13.15
17.61	21.3	18.03
36.16	31.83	16.41
27.56	28.84	24.81
18.59	23.05	16.89
24.2	18.86	16.1
16.63	25.64	23.66
29.51	20.87	27.01
30.99	14.26	28.94
20.32	16.69	24.81
33.54	18.92	11.71
15.26	24.63	24.81
29.83	19.36	21.12
18.39	20.85	14.44
19.32	16.21	22.2
18.26	27.73	21.71
27.78	25.54	10.62
18.86	27.44	30.36
19.28	21.1	16.06
13.94	7.41	22.37
23.46	22.32	20.53
15.24	24.45	22.69
20.98	16.19	35.94
32.49	29.48	26.82
21.84	15.65	31.28
34.19	24.67	24.55
29.67	30.05	28.44
17.27	10.91	24.93
20.18	23.49	23.72
17.77	24.59	20.75
21.1	12.61	21.47
28.39	22.43	12.92
52.3	17.39	25.31
16.09	12.5	29.2
17.9	11.74	18.17
17.61	38.56	19.43
18.23	12.14	14.78
30.15	15.32	20.09
17.57	19.32	16.44
13.5	7.49	28.06
27.08	19.15	23.22
24.79	20.53	17.49
17.01	10.09	23.56
28.54	16.19	27.24
26.53	28.63	13.29
23.83	18.84	21.74
25.05	20.95	16.79
27.01	12.98	21.97
25.8	31.88	22.88
18.9	17.46	17.46
19.61	22.84	27.73
21.88	24.27	16.7
24.01	17.39	22.08
23.11	23.67	26.32
26.88	28.27	20.88
18.72	18.11	17.61
22.05	32.28	29.72
15.7	27	25.3
27.1	29.92	9.79
16.38	30.73	12.44
19.94	16.77	24.88
26.54	12.64	20.89
23.19	30.71	8.17
22.8	27.94	15.24
36.04	20.64	23.77
26.08	27.76	17.83
26.72	24.07	12.97
24.56	19.63	19.7
21.82	25.51	31.03
18.37	27.85	28.97
16.6	10.63	31.2
16.22	18.03	26.49
16.5	15.25	14.59
18.56	16.5	27.77
17.47	13.9	9.43
24.57	34.81	27.39
27.04	22.38	19.33
20.38	20.36	23.56
15.63	18.58	26.56
17.9	29.86	25.96
20.98	26.43	33.88
17.84	21.36	14.25
20.34	26.5	18.97
26.91	21.83	17.15
24.35	13.15	13.32
23.45	15.32	29.23
17.21	32.61	20.95
27.02	30.52	23.69
17.07	16.79	21.88
21.48	23.55	21.3
32.4	17.69	19.27
18.31	21.13	25.09
26.83	11.98	30.37
16.11	23.78	25.97
14.7	26.94	19.38
14.8	15.02	32.2
18.02	33.31	26.29
20.82	21.89	14.81
25.05	24.09	24.46
18.29	24.78	27.65
22.03	19.94	30.1
15.37	19.13	21.65
31.78	16.83	22.15
30.65	13.32	13.77
17.42	19.55	23.59
17.98	17.07	18.61
15.28	21.99	23.35
22.02	4.57	29.32
20.34	27.52	24.66
27.08	13.05	21.99
21.16	21.94	15.94
21.92	22.82	18.47
23.12	21.33	16.74
17.02	28.69	19.66
20.29	17.08	18.97
19.57	24.16	26.22
13.9	15.26	23.31
22.53	22.72	21.69
29.93	24.39	18.84
21.18	22.49	16.15
27.36	26.33	20.42
14.7	17.15	24.51
20.32	30.48	21.11
18.55	25.17	28.36
16.2	16.59	17.64
21.05	25.93	24.95
25.41	18.46	25.67
14.53	20.16	20.77
27.29	12.2	25.36
15.19	17.82	31.02
21.89	20.99	24.72
14.21	31.01	14.97
30.48	26.57	12.28
24.13	28.08	21.42
33.07	22.52	12.32
14.11	16.09	17.66
27.91	21.21	8.75
23.13	21.24	26.93
16.85	22.83	9.71
14.8	26.14	23.84
20.84	14.81	35.62
27.85	19.22	32.38
14.93	28	25.23
18.62	28	16.62
17.34	17.52	21.27
20.24	25.17	26.31
16.67	18.01	13.51
16.91	23.86	27.86
24.59	26.68	19.86
17.01	24.84	34.23
23.99	15.57	23.66
22.69	28.1	12.45
26.17	13.91	17.61
21.75	26.12	26.67
34.22	18.87	21.23
20.83	28.03	6
28.43	23.29	21.4
18.64	31.95	19.22
19.44	21.82	22.06
22.28	13.66	18.28
17.69	22.35	23.91
14.85	6.62	21.53
22.62	23.22	19.83
19.64	21.04	25.46
41.02	25.84	16.1
27.65	18.48	25.4
17.13	35.21	14.37
39.45	29.04	19.41
22.12	31.41	32.7
21.56	8.43	20.32
15.11	23.82	20.44
22.62	33.88	24.3
18.57	21.96	14.69
16.54	29.91	31.08
19.78	21.94	21.14
17.05	34.76	29.05
32.43	26.01	17.52
18.31	20.11	19.09
21.87	22.19	32.06
16.81	18.72	26.02
27.26	27.81	28.59
23.96	17.53	24.89
18.36	17.67	21.82
19.43	17.52	23.41
15.83	26.68	9.04
16.66	23.96	22.53
23.55	19.66	5.26
18.19	20.38	27.34
28.42	23.21	11.78
13.95	19.99	18.9
22.68	17.84	25.96
17.39	21.08	19.83
28.93	23.36	9.76
19.81	17.21	19.89
22.74	22.96	20.34
47.59	29.88	15.28
17.89	15.3	29.92
15	19.51	16.11
17.61	22.92	25.08
20.68	29.58	25.69
17.27	19.59	19.12
30.12	23.41	15.22
21.09	19.94	20.89
15.56	10.58	18.14
19.81	22	16.59
20.4	19.4	33.47
20.1	27.86	24.8
19.93	31.6	6.21
22.45	15.72	17.33
30	28.05	22
16.23	27.3	19.02
16.03	28.1	23.34
20.77	20.1	17.15
18.35	20.22	16.97
25.3	25.33	19.16
19.73	32.19	23.33
18.4	14.97	19.11
17.28	26.38	26.82
17.03	25.14	28.33
15.96	21.4	14.07
21.09	37.02	29.08
22.79	19.39	6.57
14.83	22	27.39
14.94	27.52	26.09
15.64	29.67	10.57
18.78	20.35	21.26
16.43	25.47	38.25
32.32	32.28	26.1
33.88	27.34	23.85
35.43	28.82	16.77
27.21	13.97	13.94
29.57	22.93	23
22.73	43.88	7.08
26.53	17.25	17.34
20.81	19.12	23.64
32.47	19	23.33
29.02	18.64	19.16
32.68	17.75	24.9
23.66	9.28	21.91
19.29	18.54	25.45
14.83	33.45	21.36
28.85	24.64	20.58
15.77	23.43	20.82
14.36	26.67	24.34
14.77	26.49	32.15
25.4	14.37	25.6
26.74	18.37	31.37
15.1	16.72	35.49
27.9	28.65	31.95
15.13	15.35	29.45
13.52	16.91	24.66
22.49	30.09	37.74
18.15	15.34	18.39
32.1	8.2	21.05
17.49	14.32	24.67
17.98	27.89	26.5
17.6	18.32	20.2
18.37	26.09	27.73
21.89	19.45	15.19
22.43	22.08	18.76
25.24	23.29	13.79
17.1	15.03	15.31
38.5	21.99	21.95
19.76	26.82	16.66
18.06	27.14	29.21
20.18	31.63	24.89
20.14	25.64	20.24
29.36	24.73	12.23
21.31	21.54	33.18
18.54	15.52	16.47
14.11	20.35	22.73
16.73	21.6	16.06
15.75	18.64	23.96
27.23	25.73	24.26
26.53	22.86	17.92
19.85	15.94	17.49
23.64	12.35	25.09
19.88	32.13	23.39
20.19	17.41	21.34
22.5	14.49	23.13
22.31	20.9	30.16
18.82	18.79	19.3
15.63	17.18	18.18
17.66	22.39	14.22
22.88	24.63	23.33
23.89	18.64	15.23
14.58	28.22	25.67
35	17.09	20.95
17.1	23.29	17.46
33.74	24.97	18.45
15.38	28.45	20.73
21.95	4.18	28.6
20.51	22.19	18.57
31.34	24.57	33.33
26.18	26.02	20.94
18.16	27.93	33.72
21.22	20.44	18.12
23.59	30.83	15.72
15.61	20.5	20.34
15.72	24.51	13.14
19.47	22.76	21.22
20.42	22.33	14.95
30.25	18.73	14.32
30.68	26.55	30.74
25.36	15.95	25.56
30.74	27.12	27.23
16.79	23.92	21.73
16.85	17.8	21.9
16.95	17.22	21.11
24.22	28.51	24.74
19.4	18.22	26.51
15.74	14.36	19.94
15	29.16	24.67
16.99	17.71	29.35
32.1	28.91	23.15
17.01	25.72	19.72
21.49	23.61	17.7
15.18	19.71	12.28
27.54	15.87	18.76
19.06	12.64	16.93
15.31	22.35	28.44
25.36	15.2	24.73
17.11	17.62	24.75
17.4	21.5	15.19
23.83	22.82	18.93
22.75	35.31	29.89
16.28	25.71	21.16
32.66	25.6	17.19
33.69	22.51	12.37
20.53	22.42	21.09
20.65	11.32	20.6
19.96	13.95	16.1
32.54	11.95	30.67
26	32	22.65
14.42	14.81	28.72
36.57	21.4	19.39
24.25	19.27	23
32.1	22.75	17.48
20.1	16.5	31.63
25.42	22.52	16.47
39.28	29.16	32.05
21.85	29.46	20.89
16.39	18.42	34.71
16.75	30.9	29.27
25.68	25.26	17
16.8	17.07	12.56
18.74	31.21	19.01
14.92	27.9	25.49
28.68	16.07	22.01
28.32	21.64	14.24
24.67	27.37	33.99
26.5	21.21	27.6
13.61	19.79	29.68
18.4	12.67	21.29
20.03	17.62	27.17
16.48	27.51	26.97
35.63	30.4	25.05
21.22	23.45	23.58
41.26	27.91	18.08
33.57	13.24	29.27
15.37	14.95	12.57
19	17.21	8.71
22.63	23.88	23.26
25.86	20.76	20.98
22.42	23.43	24.56
15.82	16.58	19.21
20.12	30.58	22.67
21.47	25.47	14.48
22.86	20.61	19.9
29.69	22.29	18.16
27.25	28.92	17.56
17.45	16.21	23.56
17.7	16.2	18.3
16.96	18.08	26.48
24.79	30.09	19.67
26.85	24.88	18.39
28.34	23.56	18.06
22.64	17.58	15.66
23.26	21.04	16.29
24.36	18.46	19.25
18.1	30.84	15.96
18.27	22.67	19.4
17.54	17.75	22.06
26.25	22.01	19.84
20.8	23.86	29.66
14.78	17.21	24.75
27.93	22.91	21.9
18.77	30.14	21.62
24.46	14.82	15.85
17.91	19.45	22.97
17.68	28.04	19.27
14.06	19.86	-0.08
15.76	12.2	17.77
22.92	14.03	20.47
19.74	16.96	24.05
24.18	23.01	9.98
19.08	19.83	18.46
20.7	17.46	17.98
15.08	22.82	8.57
29.6	24.5	21.17
23.34	24.96	22.8
30.43	30.36	26.83
35.29	22.41	10.68
29.1	26.55	16.26
19.66	33.22	25.76
16.23	22.4	28.9
19.19	17.12	11.33
32.76	15.91	26.35
14.3	22.87	22.34
19.7	15.67	7.15
15.66	27.44	19.05
16.41	16.83	17.71
19.48	24.54	20.54
32.1	15.44	22.23
27.02	21.55	18.22
21.42	29.14	32.48
28.3	15.26	18.45
15.58	25.89	22.91
23.98	20.06	20.55
34.77	31.68	19.47
17.73	24.55	29.25
26.89	17.43	16.48
15.77	17.48	19.04
18.41	26.09	15.58
23.24	9.93	32.24
27.43	24.32	29.55
20.03	14.24	18.35
13.65	29.59	27.1
17.79	26.71	20.88
32	18.43	24.78
21.25	28.94	20.93
15.1	22.92	14.02
18.52	21.33	16.3
18.63	29.45	27.12
22.06	18.95	24.34
29.56	14.6	27.07
17.02	38.34	19.21
15.26	25.89	25.17
19.32	37.85	26.79
15.77	16.36	18.01
19.41	22.78	21.75
15.98	28.04	16.78
27.62	22.38	20.92
34.04	20.83	26.22
20.63	17.94	28.9
26.36	23.35	29.92
26.59	21.6	24.76
16.08	28.18	26.87
17.98	43.37	29.9
17.65	19.04	24.39
16.52	18.38	23.48
21.69	13.2	30.76
18.96	19.84	21.86
27.71	25.64	20.86
34.42	33.22	10.07
24.78	21.79	9.87
21.57	13.6	13.94
23.2	29.45	27.81
18.63	25.85	23.66
14.42	25.87	28.52
25.49	17.47	18.92
19.62	18.5	21.12
18.92	13.83	21.04
23.37	26.27	19.62
24.41	22.45	18.8
21.9	19.6	30.19
17.84	22.99	19.47
24.87	27.39	25.48
20.06	18.86	12.52
23.84	14.01	24.67
28.03	15.87	18.93
15.79	29.11	10.64
16.08	11.85	20.84
18.17	24.99	31.77
28.11	17.61	16.44
16.69	16	12.59
16.99	23.1	27.15
32.58	30.68	12.27
28.49	25.14	22.5
16.2	16.07	26.51
22.17	39.09	21.44
21.05	20.9	13.68
26.93	26.56	27.19
19.7	31.19	13.11
17.98	26.23	29.8
16	36.85	32.16
22.02	15.98	4.79
24.86	20.13	19.68
14.41	27.94	20.17
21.57	15.56	25.29
20.19	26.94	19.97
15.62	18.58	22.6
21.89	28.48	26.02
36.61	17.55	10.17
30.76	25.96	26.23
19.42	19.75	20.31
39.51	25.92	21.39
22.47	32.73	27.01
15.57	38.09	17.3
17.69	16.31	10.21
14.53	31.39	16.42
17.17	5.17	25.05
20.58	8.86	19.98
28.13	11.09	21.91
22.64	23.33	22.45
17.86	20.47	14.01
26.68	25.03	21.79
14.11	28.32	30.77
14.09	5.23	13.36
18.59	14.22	20.92
17.96	23.25	21.57
15.57	15.96	23.43
16.99	11.9	17.22
14.92	26.26	13.81
18.6	27.71	30.21
20.52	22.52	26.29
25.12	17.91	19.77
18.24	21.23	17.35
24.12	27.5	27.84
14.66	14.6	28.8
16.91	28.57	12.85
14.48	26.99	14.68
15.83	31.36	34.78
24.34	22.1	30.71
15.74	19.19	13.19
43.07	22.04	26.25
27.73	18.42	26.02
26.64	15.64	20.06
19.19	22.74	26.49
18.69	10.85	22.86
25.76	29.19	12.54
26.21	24.58	16.59
17.52	19.88	24.27
15.68	17.62	20.58
17.06	18.25	33.46
15.73	20.67	27.99
32.67	28.13	24.01
17.16	17.9	27.37
18.12	25.56	13.62
18.07	28.47	23.94
18.11	15.16	30.31
13.46	27.87	20.89
15.14	17.3	18.11
27.39	26.54	12.33
21.51	30.21	23.98
16.85	25.15	22.97
21.86	25.69	23.36
17.33	24.36	24.6
22.52	21.3	25.81
31.79	13.38	9.57
16.09	29.11	15.3
20.28	13.64	23.39
19.06	13.93	11.42
21.14	19.32	15.69
21.63	15.95	18.1
26.08	23.92	19.59
24.53	33.61	18.15
29.12	24.54	21.55
27.03	17.19	22.25
14.75	18.39	21.29
19.94	27.2	29.66
17.44	21.23	27.16
34.32	19.74	20.73
22.38	15.08	16.41
23.93	22.32	24.06
31.96	14.27	16.37
17.9	14.06	19.55
24.39	29.07	32.21
18.08	19.49	12.76
23.81	15.55	17.29
17.17	19.59	21.95
38.11	20.24	8.92
16.92	13.64	18.28
14.34	22.82	34.13
20.02	6.48	21.78
22.46	16.19	20.37
14.65	22.88	24.99
17.46	21.49	18.91
17.03	36.37	20.88
27.91	23.04	11.29
22.7	24.69	16.5
19.01	20.42	11.5
25.98	20.01	24.99
16.23	18.98	23.76
23.62	22.67	28.02
27.12	16.95	31.56
27.85	17.36	12.28
19.11	19.93	29.93
24.97	30.32	31.66
21.79	9.85	19.91
20.66	8.75	26.63
13.27	14.98	16.64
29.31	16.32	20.28
18.6	29.44	19.35
20.84	15.9	14.73
34.09	15.2	25.12
19.15	33.05	12.52
16.84	37.22	21.94
19.21	11.07	16.18
22.33	17.68	18.69
23.56	17.94	20.99
17.1	18.29	26.98
20.62	14.68	22.12
28.12	19.07	29.7
17.44	14.2	12.91
20.78	16.15	23.02
23.36	20.9	23.62
17.56	18.07	24.96
19.5	15.51	13.14
14.91	29.34	24.8
19.55	21.3	27.22
20.99	24.19	11.45
20.6	19.89	16.16
16.46	33.24	33.21
25.03	27.07	15.71
18.77	32	16.7
21.1	16.14	26.08
14.12	20.56	25.23
18.77	23.2	29.38
15.33	33.3	25.07
31.66	16.33	18.6
14.4	19.91	23.55
29.72	26.41	12.71
30.07	35.18	24.05
32.86	20.78	20.34
20.21	14.49	23.89
18.58	12.66	19.72
28.93	19.04	25.43
15.94	28.7	23.11
17.83	28.78	34.64
33.69	22.26	16.46
21.41	11.19	23.51
34.2	18.21	24.06
26.41	25.96	23.45
21.18	13.83	23.12
15.86	20.39	20.16
17.55	23.81	17.05
20.24	22.06	26.61
21.56	12.26	21.88
22.44	23.76	19.43
24.6	25.73	24.57
22.78	15.38	16.47
17.81	23.92	33.75
18.14	19.05	21.99
18.61	28.7	25.34
25.66	15.76	26.27
15.77	20.72	21.29
19.13	32.94	12.72
28.28	20.61	23.25
23.26	19.44	19.39
23.32	18.41	21.77
23.46	18.2	16.63
28.37	20.92	16.41
17.78	23.17	17.28
16.67	20.81	20.74
29.78	21.97	11.1
28.42	12.55	19.31
16.28	16.57	23.21
23.16	21.46	26.38
15.12	31.83	24.66
21.56	27.48	23.23
21.5	15.2	19.67
33.57	29.37	29.91
23.51	8.62	28.44
29.87	19.42	18.02
17.88	38.91	31.08
20.36	26.21	23.52
14.85	22.84	16
20.55	20.09	29.4
35.55	16.55	20.02
21.38	20.97	17.42
13.62	16.43	26.93
38.18	18.14	19.73
13.91	35.75	15.73
22.91	19.56	27.36
15.19	13.21	28.48
16.97	25.36	12.73
19.29	26.82	17.73
25.75	26.97	19.32
14.5	27.19	13.43
24.5	24.25	24.3
15.97	25	31.96
30.53	19.85	27.12
14.46	25.25	27.64
16.18	35.33	18.4
20.91	19.27	22.11
20.65	25.29	22.58
15.76	25.56	21.64
15.33	25.45	31.69
18.38	20.66	4.64
17.16	12.7	16.35
19.54	29.11	20.33
27.16	24.48	25.74
29.99	29.64	16.84
25.4	15.89	22.19
22.96	25.37	19.6
21.84	24.2	26.05
20.88	27.66	12.99
34.63	16.2	30.43
15.67	19.55	19.51
26.51	19.83	16.83
22.51	17.73	22.43
17.91	17.11	21.5
23.89	21.7	10.2
19.86	12.51	19.48
25.41	22.19	22.46
15.65	24.52	25.23
15.59	11.06	20.65
14.75	17.73	16.67
46.07	16.28	24.09
16.32	12.96	24.23
25.31	26.42	24.62
34.37	9.24	23.53
19.14	25.47	24.96
21.46	16.78	14.4
24.27	25.7	27.57
34.19	19.48	12.3
29.6	29.77	25.01
19.53	24.02	12.47
24.32	14.54	20.85
16.75	8.72	18.66
23.66	22.21	16.78
20.47	27.4	18.45
14.33	22.89	28.63
26.42	12.37	16.62
17.54	28.32	10.42
31.78	13.99	24.77
18.52	20.64	30.01
25.03	17.76	22.74
31.79	30.37	18.88
17.56	27.94	27.69
18.87	10.69	25.43
27.99	15.73	28.46
23.97	18.24	31.05
15.93	20.33	20.16
28.74	23.01	15.52
23.43	22.56	14.34
22.85	33.47	21.1
34.23	26.32	19.42
19.84	18.37	15
28.63	11.57	25.95
34.24	20.88	18.1
24.06	13.88	22.69
23.76	17.43	20.73
21.91	17.27	10.05
15.31	22.13	21.13
14.41	21.2	21.94
21.86	28.26	21.46
20.51	26.44	10.79
16.76	19.52	23.92
15.71	13.06	10.36
40.38	28.81	23.82
18.28	19.11	27.82
32.38	21.53	22.31
30.23	24.93	26.97
16.39	31.53	25.41
16.83	25.21	17.24
17.58	29.35	21.21
19.49	29.24	23.38
27.39	33.04	22.3
30.32	21.54	18.9
15.21	25.53	19.7
24.96	13.66	19.45
14.99	21.15	20.07
26.03	12.68	18.79
34.77	18.45	22.17
17.63	22.21	19.54
20.1	13.63	24.86
33.61	21.43	24.18
14.89	20.44	24.87
20.09	21.29	20.34
24.42	21.18	28.15
25.33	19.13	18.89
22.72	7.66	16.71
22.75	22.34	22.27
17.35	26.78	20.48
27.83	25.9	24.12
18.14	19.91	21.96
25.2	32.54	22.98
29.67	19.17	16.67
36.63	19.14	21.12
22.08	20.82	14.95
14.85	29.95	24.14
20.28	29.6	31.12
18.44	12.51	22.51
15.48	27.39	21.31
14.97	23.14	25.65
23.27	17.03	23.27
16.95	27.21	28.67
24.28	18.69	22.19
28.25	17.39	22.6
23.84	27.14	18.75
14.07	25.46	27.1
13.91	26.47	21.35
22.03	16.26	21.9
18.35	23.07	32.42
20.56	17.96	20.36
16.79	37.12	8.93
20.6	17.66	26.8
32.53	21.01	21.2
24.09	23.94	24.86
16.16	27.2	11.66
25.61	14.45	20.16
19.48	13.72	26.45
23.29	18.6	31.69
23.18	19.5	19.75
25.37	17.08	33.55
20.68	23.34	8.27
21.74	19.93	20.6
30.29	15.34	21.85
17.3	26.9	18.51
16.6	17.01	18.79
15.77	32.55	6.47
18.23	32.45	20.74
19.88	30.52	20.06
15.48	25.37	14.21
32.96	32.83	7.34
16.54	23.42	14.03
21.77	25.8	16.24
19.53	18.84	23.62
21.23	18.29	13.6
26.01	23.44	22.72
25.84	14.86	24.08
41.55	26.31	8.2
22.1	16.63	10.95
16.28	23.39	11.43
33.93	20.64	30.5
23.3	12.29	14.84
21.27	22.75	18.58
24.84	11.7	16.41
28.7	19.88	20.39
20.91	26.56	29.44
20.31	25.77	11.01
22.74	25.37	16.87
19.45	21.09	34.23
14.55	21.35	14.39
25.22	30.01	23.06
19.28	15.34	8.6
26.1	17.56	23.69
17.11	20.79	23.25
19.33	22.57	13.55
46.46	27.63	17.33
16.78	27.21	20.69
23.15	16.54	22.89
20.77	23.28	20.71
13.96	36.85	13.15
20.64	24.16	32.86
14.94	9.09	14.69
21.65	16.01	21.81
20.04	23.11	31.79
19.18	22.86	25.31
16.92	18.99	23.15
35.89	27.6	15.62
28.49	22.15	32.02
22.91	12.12	26.72
22.05	27.04	17.61
21.55	25.86	20.36
21.18	27.68	26.66
31.39	24.09	10.69
18.87	22.56	15.7
17.67	23.51	26.26
27.1	35.2	19.08
18.63	23.52	21.47
46.57	12.76	24.06
35.26	17.95	22.3
30.08	18.76	20.75
16.51	27.23	31.15
25.93	17.4	15.01
27.36	26.71	20.27
18.39	18.83	22.76
21.75	22.04	28.3
22.22	26.26	16.88
19.01	20.62	21.51
19.25	11.85	27.17
30.65	17.39	28.36
25.45	23.72	21.84
14.42	35.08	23.57
24.51	10.85	18.17
15.79	25.09	17.39
20.36	20.14	28.72
18.48	14.48	22.53
19.43	18.23	24.41
28.95	23.4	21.68
23.41	31.83	27.94
14.4	19.64	23.48
22.72	26.61	21.42
23.55	18.98	24.55
20.07	16.66	21.63
17.03	21.84	23.79
15.08	22.22	12.59
34.52	20.18	19.13
18.49	29.5	12.63
16.27	24.71	28.45
14.56	17.63	26.49
19.42	19.26	17.63
19.14	4.5	18.68
27.75	23.59	29.26
26.19	28.82	7.89
15.44	27.92	18.16
21.49	17.65	22.38
24.01	21.44	25.96
19.76	16.07	18.32
21.73	20.97	29.52
17.81	24.43	16.67
31.57	19.22	20.66
24.04	21.31	16.98
23.32	19.94	16.34
16.22	14	28.76
28.88	13.11	26.07
16.08	27.74	22.58
27.38	15.78	24.37
24.15	16.99	22.57
16.61	30.52	21.1
26.81	16.7	15.2
23.24	27.73	14.3
17.51	18.03	15.62
17.46	26.61	14.46
18.51	19.1	26.44
17.47	11.34	22.14
24.58	26.23	28.73
29.04	34.97	32.37
22.21	22.07	27.04
17.57	21.99	23.3
23.09	23.06	28.07
23.26	26.67	30.23
16.53	23.23	17.65
31.32	22.05	19.02
27.53	25.81	20.54
16.44	27.18	27.83
23.87	29.53	16.37
15.74	34.34	22.23
13.52	22.3	13.05
18.4	22.6	21.34
20.66	24.9	24.56
34.5	27.78	19.11
25.6	16.22	16.19
21.74	26.9	14.19
15.39	18.98	11.7
15.4	20.18	20.3
23.59	24.2	30.93
28.82	18.9	27.81
19.51	27.74	25.9
22.94	25.89	14.93
19.67	26.64	20.95
20.04	28.58	26.56
31.39	27.34	29.25
19.44	11.23	21.62
19.58	32.14	28
26.95	21.06	21.68
22.32	25.07	16.72
21.51	25	19.12
16.87	25.64	18.48
21.41	22.31	15.37
28.08	25.52	22.07
19.27	19.04	16.58
20.26	18.47	23.77
16.69	12.02	21.5
24.51	19.29	19.32
23.87	20.5	28.55
28.98	24.92	29.95
14.59	29.19	16.17
19.33	33.37	24.91
42.58	21.32	15.46
20.34	27.01	16.2
17.24	23.2	24.19
19.85	5.29	18.98
24.89	24.37	33.47
39.73	21.16	22.35
18.37	19.9	12.52
19.22	17.12	24.36
14.6	25.1	19.51
18.42	22.4	24.81
15.94	22.02	26.99
17.47	8.82	13.2
21.6	27.63	17.96
19.61	21.32	28.49
30.61	31.94	26.73
16.08	22.99	30.41
19.01	14.61	31.04
14.38	15.53	26.17
17.61	37.17	17.67
17.09	13.44	7
23.57	16.8	16.14
17.45	16.3	20.12
15.79	27.79	26.61
20.87	25.04	19.77
16.07	17.35	19.5
22.22	20.37	25.2
28.38	18.38	20.61
19.39	29.15	27.78
17.81	23.91	26.14
15.77	22.72	9.5
15.14	19.01	18.31
24.42	22.6	21.17
29.89	23.15	14.41
25.47	16.02	16.17
22.83	18.56	20.07
23.35	27.6	27.34
17.56	13.85	19.7
24.17	13.56	16.88
15.23	22.52	21.01
15.24	27.87	21.51
21.47	20.68	19.18
16.51	17.23	20.94
14.23	33.3	32.77
32.22	22.99	25.98
18.06	20.79	22.22
13.91	20.73	26.11
18.74	27.56	18.34
16.48	15.65	26.89
23.44	19.76	31.24
15.79	19.79	25.29
24.79	21.56	24.16
31.44	20.79	20.89
30.97	22.89	23.35
19.74	24.29	18.09
19.01	19.78	24.43
31.13	14.8	25.86
21.79	15.03	23.2
20.28	30.73	17.95
13.37	19.13	29.74
29.53	23.94	28.01
21.58	33.33	23.56
20.32	30.27	9.62
18.5	19.01	14.19
14.24	23.64	23.66
18.97	29.76	22.51
33.84	21.41	12.53
23.71	24.71	17.21
32.68	28.75	10.61
30.12	8.62	22.68
16.97	30.87	20.88
16.84	31.92	16.64
20.16	25.88	21.47
23.62	25.61	18.79
9.57	18.92	19.49
10.24	31.08	30.98
9.35	21.72	21.92
10.08	23.8	20.36
12.56	20.26	16.95
6.94	23.15	35.27
13.86	18.01	32.91
13.58	24.37	18.97
7.26	25.66	25.23
8.4	24.56	19.7
12.35	22.88	19.11
15	13.31	27.79
